product,price,quantity,date,region,revenue
periwinkle morsel,1.25,580,2019-12-31,east,725.0
periwinkle morsel,1.25,514,2019-12-31,west,642.5
vermilion morsel,4.99,600,2019-12-31,north,2994.0
vermilion morsel,4.99,569,2019-12-31,south,2839.31
vermilion morsel,4.99,570,2019-12-31,east,2844.3
vermilion morsel,4.99,587,2019-12-31,west,2929.13
lapis morsel,1.99,527,2019-12-31,north,1048.73
lapis morsel,1.99,534,2019-12-31,south,1062.66
lapis morsel,1.99,599,2019-12-31,east,1192.01
lapis morsel,1.99,592,2019-12-31,west,1178.08
pink morsel,3.0,502,2020-01-01,north,1506.0
pink morsel,3.0,553,2020-01-01,south,1659.0
pink morsel,3.0,573,2020-01-01,east,1719.0
pink morsel,3.0,568,2020-01-01,west,1704.0
gold morsel,9.99,537,2020-01-01,north,5364.63
gold morsel,9.99,554,2020-01-01,south,5534.46
gold morsel,9.99,535,2020-01-01,east,5344.650000000001
gold morsel,9.99,550,2020-01-01,west,5494.5
magenta morsel,2.5,590,2020-01-01,north,1475.0
magenta morsel,2.5,600,2020-01-01,south,1500.0
magenta morsel,2.5,530,2020-01-01,east,1325.0
magenta morsel,2.5,555,2020-01-01,west,1387.5
chartreuse morsel,3.0,517,2020-01-01,north,1551.0
chartreuse morsel,3.0,594,2020-01-01,south,1782.0
chartreuse morsel,3.0,533,2020-01-01,east,1599.0
chartreuse morsel,3.0,501,2020-01-01,west,1503.0
periwinkle morsel,1.25,566,2020-01-01,north,707.5
periwinkle morsel,1.25,520,2020-01-01,south,650.0
periwinkle morsel,1.25,552,2020-01-01,east,690.0
periwinkle morsel,1.25,581,2020-01-01,west,726.25
vermilion morsel,4.99,521,2020-01-01,north,2599.79
vermilion morsel,4.99,539,2020-01-01,south,2689.61
vermilion morsel,4.99,504,2020-01-01,east,2514.96
vermilion morsel,4.99,555,2020-01-01,west,2769.4500000000003
lapis morsel,1.99,569,2020-01-01,north,1132.31
lapis morsel,1.99,592,2020-01-01,south,1178.08
lapis morsel,1.99,554,2020-01-01,east,1102.46
lapis morsel,1.99,590,2020-01-01,west,1174.1
pink morsel,3.0,589,2020-01-02,north,1767.0
pink morsel,3.0,514,2020-01-02,south,1542.0
pink morsel,3.0,514,2020-01-02,east,1542.0
pink morsel,3.0,543,2020-01-02,west,1629.0
gold morsel,9.99,551,2020-01-02,north,5504.49
gold morsel,9.99,589,2020-01-02,south,5884.11
gold morsel,9.99,579,2020-01-02,east,5784.21
gold morsel,9.99,536,2020-01-02,west,5354.64
magenta morsel,2.5,512,2020-01-02,north,1280.0
magenta morsel,2.5,533,2020-01-02,south,1332.5
magenta morsel,2.5,518,2020-01-02,east,1295.0
magenta morsel,2.5,545,2020-01-02,west,1362.5
chartreuse morsel,3.0,597,2020-01-02,north,1791.0
chartreuse morsel,3.0,511,2020-01-02,south,1533.0
chartreuse morsel,3.0,514,2020-01-02,east,1542.0
chartreuse morsel,3.0,566,2020-01-02,west,1698.0
periwinkle morsel,1.25,532,2020-01-02,north,665.0
periwinkle morsel,1.25,584,2020-01-02,south,730.0
periwinkle morsel,1.25,512,2020-01-02,east,640.0
periwinkle morsel,1.25,591,2020-01-02,west,738.75
vermilion morsel,4.99,508,2020-01-02,north,2534.92
vermilion morsel,4.99,532,2020-01-02,south,2654.6800000000003
vermilion morsel,4.99,597,2020-01-02,east,2979.03
vermilion morsel,4.99,599,2020-01-02,west,2989.01
lapis morsel,1.99,557,2020-01-02,north,1108.43
lapis morsel,1.99,559,2020-01-02,south,1112.41
lapis morsel,1.99,534,2020-01-02,east,1062.66
lapis morsel,1.99,501,2020-01-02,west,996.99
pink morsel,3.0,553,2020-01-03,north,1659.0
pink morsel,3.0,513,2020-01-03,south,1539.0
pink morsel,3.0,578,2020-01-03,east,1734.0
pink morsel,3.0,587,2020-01-03,west,1761.0
gold morsel,9.99,518,2020-01-03,north,5174.82
gold morsel,9.99,598,2020-01-03,south,5974.02
gold morsel,9.99,535,2020-01-03,east,5344.650000000001
gold morsel,9.99,528,2020-01-03,west,5274.72
magenta morsel,2.5,529,2020-01-03,north,1322.5
magenta morsel,2.5,534,2020-01-03,south,1335.0
magenta morsel,2.5,566,2020-01-03,east,1415.0
magenta morsel,2.5,502,2020-01-03,west,1255.0
chartreuse morsel,3.0,572,2020-01-03,north,1716.0
chartreuse morsel,3.0,582,2020-01-03,south,1746.0
chartreuse morsel,3.0,598,2020-01-03,east,1794.0
chartreuse morsel,3.0,567,2020-01-03,west,1701.0
periwinkle morsel,1.25,524,2020-01-03,north,655.0
periwinkle morsel,1.25,551,2020-01-03,south,688.75
periwinkle morsel,1.25,519,2020-01-03,east,648.75
periwinkle morsel,1.25,561,2020-01-03,west,701.25
vermilion morsel,4.99,542,2020-01-03,north,2704.58
vermilion morsel,4.99,569,2020-01-03,south,2839.31
vermilion morsel,4.99,545,2020-01-03,east,2719.55
vermilion morsel,4.99,511,2020-01-03,west,2549.8900000000003
lapis morsel,1.99,577,2020-01-03,north,1148.23
lapis morsel,1.99,525,2020-01-03,south,1044.75
lapis morsel,1.99,586,2020-01-03,east,1166.14
lapis morsel,1.99,573,2020-01-03,west,1140.27
pink morsel,3.0,520,2020-01-04,north,1560.0
pink morsel,3.0,589,2020-01-04,south,1767.0
pink morsel,3.0,597,2020-01-04,east,1791.0
pink morsel,3.0,544,2020-01-04,west,1632.0
gold morsel,9.99,569,2020-01-04,north,5684.31
gold morsel,9.99,514,2020-01-04,south,5134.86
gold morsel,9.99,587,2020-01-04,east,5864.13
gold morsel,9.99,553,2020-01-04,west,5524.47
magenta morsel,2.5,598,2020-01-04,north,1495.0
magenta morsel,2.5,587,2020-01-04,south,1467.5
magenta morsel,2.5,522,2020-01-04,east,1305.0
magenta morsel,2.5,543,2020-01-04,west,1357.5
chartreuse morsel,3.0,591,2020-01-04,north,1773.0
chartreuse morsel,3.0,548,2020-01-04,south,1644.0
chartreuse morsel,3.0,568,2020-01-04,east,1704.0
chartreuse morsel,3.0,553,2020-01-04,west,1659.0
periwinkle morsel,1.25,545,2020-01-04,north,681.25
periwinkle morsel,1.25,566,2020-01-04,south,707.5
periwinkle morsel,1.25,563,2020-01-04,east,703.75
periwinkle morsel,1.25,584,2020-01-04,west,730.0
vermilion morsel,4.99,544,2020-01-04,north,2714.56
vermilion morsel,4.99,504,2020-01-04,south,2514.96
vermilion morsel,4.99,560,2020-01-04,east,2794.4
vermilion morsel,4.99,503,2020-01-04,west,2509.9700000000003
lapis morsel,1.99,543,2020-01-04,north,1080.57
lapis morsel,1.99,560,2020-01-04,south,1114.4
lapis morsel,1.99,524,2020-01-04,east,1042.76
lapis morsel,1.99,589,2020-01-04,west,1172.11
pink morsel,3.0,572,2020-01-05,north,1716.0
pink morsel,3.0,512,2020-01-05,south,1536.0
pink morsel,3.0,554,2020-01-05,east,1662.0
pink morsel,3.0,560,2020-01-05,west,1680.0
gold morsel,9.99,530,2020-01-05,north,5294.7
gold morsel,9.99,591,2020-01-05,south,5904.09
gold morsel,9.99,510,2020-01-05,east,5094.900000000001
gold morsel,9.99,553,2020-01-05,west,5524.47
magenta morsel,2.5,503,2020-01-05,north,1257.5
magenta morsel,2.5,556,2020-01-05,south,1390.0
magenta morsel,2.5,500,2020-01-05,east,1250.0
magenta morsel,2.5,521,2020-01-05,west,1302.5
chartreuse morsel,3.0,572,2020-01-05,north,1716.0
chartreuse morsel,3.0,500,2020-01-05,south,1500.0
chartreuse morsel,3.0,552,2020-01-05,east,1656.0
chartreuse morsel,3.0,500,2020-01-05,west,1500.0
periwinkle morsel,1.25,554,2020-01-05,north,692.5
periwinkle morsel,1.25,560,2020-01-05,south,700.0
periwinkle morsel,1.25,540,2020-01-05,east,675.0
periwinkle morsel,1.25,518,2020-01-05,west,647.5
vermilion morsel,4.99,576,2020-01-05,north,2874.2400000000002
vermilion morsel,4.99,562,2020-01-05,south,2804.38
vermilion morsel,4.99,539,2020-01-05,east,2689.61
vermilion morsel,4.99,551,2020-01-05,west,2749.4900000000002
lapis morsel,1.99,507,2020-01-05,north,1008.93
lapis morsel,1.99,567,2020-01-05,south,1128.33
lapis morsel,1.99,503,2020-01-05,east,1000.97
lapis morsel,1.99,587,2020-01-05,west,1168.1299999999999
pink morsel,3.0,563,2020-01-06,north,1689.0
pink morsel,3.0,593,2020-01-06,south,1779.0
pink morsel,3.0,504,2020-01-06,east,1512.0
pink morsel,3.0,526,2020-01-06,west,1578.0
gold morsel,9.99,592,2020-01-06,north,5914.08
gold morsel,9.99,573,2020-01-06,south,5724.27
gold morsel,9.99,585,2020-01-06,east,5844.150000000001
gold morsel,9.99,537,2020-01-06,west,5364.63
magenta morsel,2.5,541,2020-01-06,north,1352.5
magenta morsel,2.5,582,2020-01-06,south,1455.0
magenta morsel,2.5,531,2020-01-06,east,1327.5
magenta morsel,2.5,572,2020-01-06,west,1430.0
chartreuse morsel,3.0,585,2020-01-06,north,1755.0
chartreuse morsel,3.0,581,2020-01-06,south,1743.0
chartreuse morsel,3.0,516,2020-01-06,east,1548.0
chartreuse morsel,3.0,551,2020-01-06,west,1653.0
periwinkle morsel,1.25,531,2020-01-06,north,663.75
periwinkle morsel,1.25,576,2020-01-06,south,720.0
periwinkle morsel,1.25,514,2020-01-06,east,642.5
periwinkle morsel,1.25,534,2020-01-06,west,667.5
vermilion morsel,4.99,548,2020-01-06,north,2734.52
vermilion morsel,4.99,537,2020-01-06,south,2679.63
vermilion morsel,4.99,570,2020-01-06,east,2844.3
vermilion morsel,4.99,525,2020-01-06,west,2619.75
lapis morsel,1.99,561,2020-01-06,north,1116.39
lapis morsel,1.99,561,2020-01-06,south,1116.39
lapis morsel,1.99,523,2020-01-06,east,1040.77
lapis morsel,1.99,593,2020-01-06,west,1180.07
pink morsel,3.0,520,2020-01-07,north,1560.0
pink morsel,3.0,527,2020-01-07,south,1581.0
pink morsel,3.0,559,2020-01-07,east,1677.0
pink morsel,3.0,533,2020-01-07,west,1599.0
gold morsel,9.99,596,2020-01-07,north,5954.04
gold morsel,9.99,562,2020-01-07,south,5614.38
gold morsel,9.99,504,2020-01-07,east,5034.96
gold morsel,9.99,500,2020-01-07,west,4995.0
magenta morsel,2.5,571,2020-01-07,north,1427.5
magenta morsel,2.5,523,2020-01-07,south,1307.5
magenta morsel,2.5,544,2020-01-07,east,1360.0
magenta morsel,2.5,599,2020-01-07,west,1497.5
chartreuse morsel,3.0,564,2020-01-07,north,1692.0
chartreuse morsel,3.0,500,2020-01-07,south,1500.0
chartreuse morsel,3.0,525,2020-01-07,east,1575.0
chartreuse morsel,3.0,539,2020-01-07,west,1617.0
periwinkle morsel,1.25,582,2020-01-07,north,727.5
periwinkle morsel,1.25,557,2020-01-07,south,696.25
periwinkle morsel,1.25,578,2020-01-07,east,722.5
periwinkle morsel,1.25,554,2020-01-07,west,692.5
vermilion morsel,4.99,565,2020-01-07,north,2819.35
vermilion morsel,4.99,584,2020-01-07,south,2914.1600000000003
vermilion morsel,4.99,520,2020-01-07,east,2594.8
vermilion morsel,4.99,548,2020-01-07,west,2734.52
lapis morsel,1.99,553,2020-01-07,north,1100.47
lapis morsel,1.99,539,2020-01-07,south,1072.61
lapis morsel,1.99,513,2020-01-07,east,1020.87
lapis morsel,1.99,562,2020-01-07,west,1118.3799999999999
pink morsel,3.0,571,2020-01-08,north,1713.0
pink morsel,3.0,600,2020-01-08,south,1800.0
pink morsel,3.0,589,2020-01-08,east,1767.0
pink morsel,3.0,584,2020-01-08,west,1752.0
gold morsel,9.99,508,2020-01-08,north,5074.92
gold morsel,9.99,549,2020-01-08,south,5484.51
gold morsel,9.99,565,2020-01-08,east,5644.35
gold morsel,9.99,593,2020-01-08,west,5924.07
magenta morsel,2.5,531,2020-01-08,north,1327.5
magenta morsel,2.5,581,2020-01-08,south,1452.5
magenta morsel,2.5,562,2020-01-08,east,1405.0
magenta morsel,2.5,544,2020-01-08,west,1360.0
chartreuse morsel,3.0,535,2020-01-08,north,1605.0
chartreuse morsel,3.0,595,2020-01-08,south,1785.0
chartreuse morsel,3.0,578,2020-01-08,east,1734.0
chartreuse morsel,3.0,543,2020-01-08,west,1629.0
periwinkle morsel,1.25,592,2020-01-08,north,740.0
periwinkle morsel,1.25,518,2020-01-08,south,647.5
periwinkle morsel,1.25,553,2020-01-08,east,691.25
periwinkle morsel,1.25,583,2020-01-08,west,728.75
vermilion morsel,4.99,537,2020-01-08,north,2679.63
vermilion morsel,4.99,537,2020-01-08,south,2679.63
vermilion morsel,4.99,533,2020-01-08,east,2659.67
vermilion morsel,4.99,591,2020-01-08,west,2949.09
lapis morsel,1.99,520,2020-01-08,north,1034.8
lapis morsel,1.99,546,2020-01-08,south,1086.54
lapis morsel,1.99,530,2020-01-08,east,1054.7
lapis morsel,1.99,555,2020-01-08,west,1104.45
pink morsel,3.0,503,2020-01-09,north,1509.0
pink morsel,3.0,513,2020-01-09,south,1539.0
pink morsel,3.0,557,2020-01-09,east,1671.0
pink morsel,3.0,556,2020-01-09,west,1668.0
gold morsel,9.99,501,2020-01-09,north,5004.99
gold morsel,9.99,595,2020-01-09,south,5944.05
gold morsel,9.99,520,2020-01-09,east,5194.8
gold morsel,9.99,564,2020-01-09,west,5634.36
magenta morsel,2.5,584,2020-01-09,north,1460.0
magenta morsel,2.5,517,2020-01-09,south,1292.5
magenta morsel,2.5,533,2020-01-09,east,1332.5
magenta morsel,2.5,575,2020-01-09,west,1437.5
chartreuse morsel,3.0,589,2020-01-09,north,1767.0
chartreuse morsel,3.0,580,2020-01-09,south,1740.0
chartreuse morsel,3.0,537,2020-01-09,east,1611.0
chartreuse morsel,3.0,532,2020-01-09,west,1596.0
periwinkle morsel,1.25,594,2020-01-09,north,742.5
periwinkle morsel,1.25,591,2020-01-09,south,738.75
periwinkle morsel,1.25,521,2020-01-09,east,651.25
periwinkle morsel,1.25,560,2020-01-09,west,700.0
vermilion morsel,4.99,559,2020-01-09,north,2789.4100000000003
vermilion morsel,4.99,574,2020-01-09,south,2864.26
vermilion morsel,4.99,581,2020-01-09,east,2899.19
vermilion morsel,4.99,507,2020-01-09,west,2529.9300000000003
lapis morsel,1.99,561,2020-01-09,north,1116.39
lapis morsel,1.99,556,2020-01-09,south,1106.44
lapis morsel,1.99,600,2020-01-09,east,1194.0
lapis morsel,1.99,543,2020-01-09,west,1080.57
pink morsel,3.0,564,2020-01-10,north,1692.0
pink morsel,3.0,528,2020-01-10,south,1584.0
pink morsel,3.0,570,2020-01-10,east,1710.0
pink morsel,3.0,562,2020-01-10,west,1686.0
gold morsel,9.99,515,2020-01-10,north,5144.85
gold morsel,9.99,540,2020-01-10,south,5394.6
gold morsel,9.99,584,2020-01-10,east,5834.16
gold morsel,9.99,594,2020-01-10,west,5934.06
magenta morsel,2.5,579,2020-01-10,north,1447.5
magenta morsel,2.5,574,2020-01-10,south,1435.0
magenta morsel,2.5,528,2020-01-10,east,1320.0
magenta morsel,2.5,591,2020-01-10,west,1477.5
chartreuse morsel,3.0,545,2020-01-10,north,1635.0
chartreuse morsel,3.0,500,2020-01-10,south,1500.0
chartreuse morsel,3.0,580,2020-01-10,east,1740.0
chartreuse morsel,3.0,565,2020-01-10,west,1695.0
periwinkle morsel,1.25,507,2020-01-10,north,633.75
periwinkle morsel,1.25,565,2020-01-10,south,706.25
periwinkle morsel,1.25,543,2020-01-10,east,678.75
periwinkle morsel,1.25,552,2020-01-10,west,690.0
vermilion morsel,4.99,582,2020-01-10,north,2904.1800000000003
vermilion morsel,4.99,566,2020-01-10,south,2824.34
vermilion morsel,4.99,587,2020-01-10,east,2929.13
vermilion morsel,4.99,577,2020-01-10,west,2879.23
lapis morsel,1.99,545,2020-01-10,north,1084.55
lapis morsel,1.99,507,2020-01-10,south,1008.93
lapis morsel,1.99,559,2020-01-10,east,1112.41
lapis morsel,1.99,530,2020-01-10,west,1054.7
pink morsel,3.0,539,2020-01-11,north,1617.0
pink morsel,3.0,555,2020-01-11,south,1665.0
pink morsel,3.0,574,2020-01-11,east,1722.0
pink morsel,3.0,517,2020-01-11,west,1551.0
gold morsel,9.99,577,2020-01-11,north,5764.2300000000005
gold morsel,9.99,587,2020-01-11,south,5864.13
gold morsel,9.99,504,2020-01-11,east,5034.96
gold morsel,9.99,554,2020-01-11,west,5534.46
magenta morsel,2.5,585,2020-01-11,north,1462.5
magenta morsel,2.5,530,2020-01-11,south,1325.0
magenta morsel,2.5,592,2020-01-11,east,1480.0
magenta morsel,2.5,519,2020-01-11,west,1297.5
chartreuse morsel,3.0,575,2020-01-11,north,1725.0
chartreuse morsel,3.0,540,2020-01-11,south,1620.0
chartreuse morsel,3.0,517,2020-01-11,east,1551.0
chartreuse morsel,3.0,541,2020-01-11,west,1623.0
periwinkle morsel,1.25,570,2020-01-11,north,712.5
periwinkle morsel,1.25,578,2020-01-11,south,722.5
periwinkle morsel,1.25,578,2020-01-11,east,722.5
periwinkle morsel,1.25,539,2020-01-11,west,673.75
vermilion morsel,4.99,547,2020-01-11,north,2729.53
vermilion morsel,4.99,552,2020-01-11,south,2754.48
vermilion morsel,4.99,573,2020-01-11,east,2859.27
vermilion morsel,4.99,597,2020-01-11,west,2979.03
lapis morsel,1.99,500,2020-01-11,north,995.0
lapis morsel,1.99,505,2020-01-11,south,1004.95
lapis morsel,1.99,599,2020-01-11,east,1192.01
lapis morsel,1.99,584,2020-01-11,west,1162.16
pink morsel,3.0,540,2020-01-12,north,1620.0
pink morsel,3.0,597,2020-01-12,south,1791.0
pink morsel,3.0,554,2020-01-12,east,1662.0
pink morsel,3.0,552,2020-01-12,west,1656.0
gold morsel,9.99,505,2020-01-12,north,5044.95
gold morsel,9.99,598,2020-01-12,south,5974.02
gold morsel,9.99,548,2020-01-12,east,5474.52
gold morsel,9.99,555,2020-01-12,west,5544.45
magenta morsel,2.5,559,2020-01-12,north,1397.5
magenta morsel,2.5,547,2020-01-12,south,1367.5
magenta morsel,2.5,509,2020-01-12,east,1272.5
magenta morsel,2.5,599,2020-01-12,west,1497.5
chartreuse morsel,3.0,582,2020-01-12,north,1746.0
chartreuse morsel,3.0,564,2020-01-12,south,1692.0
chartreuse morsel,3.0,597,2020-01-12,east,1791.0
chartreuse morsel,3.0,576,2020-01-12,west,1728.0
periwinkle morsel,1.25,577,2020-01-12,north,721.25
periwinkle morsel,1.25,539,2020-01-12,south,673.75
periwinkle morsel,1.25,525,2020-01-12,east,656.25
periwinkle morsel,1.25,540,2020-01-12,west,675.0
vermilion morsel,4.99,586,2020-01-12,north,2924.1400000000003
vermilion morsel,4.99,596,2020-01-12,south,2974.04
vermilion morsel,4.99,527,2020-01-12,east,2629.73
vermilion morsel,4.99,547,2020-01-12,west,2729.53
lapis morsel,1.99,545,2020-01-12,north,1084.55
lapis morsel,1.99,583,2020-01-12,south,1160.17
lapis morsel,1.99,540,2020-01-12,east,1074.6
lapis morsel,1.99,507,2020-01-12,west,1008.93
pink morsel,3.0,548,2020-01-13,north,1644.0
pink morsel,3.0,553,2020-01-13,south,1659.0
pink morsel,3.0,580,2020-01-13,east,1740.0
pink morsel,3.0,556,2020-01-13,west,1668.0
gold morsel,9.99,515,2020-01-13,north,5144.85
gold morsel,9.99,520,2020-01-13,south,5194.8
gold morsel,9.99,513,2020-01-13,east,5124.87
gold morsel,9.99,576,2020-01-13,west,5754.24
magenta morsel,2.5,538,2020-01-13,north,1345.0
magenta morsel,2.5,500,2020-01-13,south,1250.0
magenta morsel,2.5,562,2020-01-13,east,1405.0
magenta morsel,2.5,600,2020-01-13,west,1500.0
chartreuse morsel,3.0,595,2020-01-13,north,1785.0
chartreuse morsel,3.0,526,2020-01-13,south,1578.0
chartreuse morsel,3.0,518,2020-01-13,east,1554.0
chartreuse morsel,3.0,533,2020-01-13,west,1599.0
periwinkle morsel,1.25,529,2020-01-13,north,661.25
periwinkle morsel,1.25,517,2020-01-13,south,646.25
periwinkle morsel,1.25,559,2020-01-13,east,698.75
periwinkle morsel,1.25,588,2020-01-13,west,735.0
vermilion morsel,4.99,530,2020-01-13,north,2644.7000000000003
vermilion morsel,4.99,554,2020-01-13,south,2764.46
vermilion morsel,4.99,501,2020-01-13,east,2499.9900000000002
vermilion morsel,4.99,592,2020-01-13,west,2954.08
lapis morsel,1.99,544,2020-01-13,north,1082.56
lapis morsel,1.99,598,2020-01-13,south,1190.02
lapis morsel,1.99,517,2020-01-13,east,1028.83
lapis morsel,1.99,526,2020-01-13,west,1046.74
pink morsel,3.0,522,2020-01-14,north,1566.0
pink morsel,3.0,525,2020-01-14,south,1575.0
pink morsel,3.0,522,2020-01-14,east,1566.0
pink morsel,3.0,526,2020-01-14,west,1578.0
gold morsel,9.99,574,2020-01-14,north,5734.26
gold morsel,9.99,521,2020-01-14,south,5204.79
gold morsel,9.99,544,2020-01-14,east,5434.56
gold morsel,9.99,592,2020-01-14,west,5914.08
magenta morsel,2.5,507,2020-01-14,north,1267.5
magenta morsel,2.5,511,2020-01-14,south,1277.5
magenta morsel,2.5,594,2020-01-14,east,1485.0
magenta morsel,2.5,511,2020-01-14,west,1277.5
chartreuse morsel,3.0,569,2020-01-14,north,1707.0
chartreuse morsel,3.0,520,2020-01-14,south,1560.0
chartreuse morsel,3.0,541,2020-01-14,east,1623.0
chartreuse morsel,3.0,597,2020-01-14,west,1791.0
periwinkle morsel,1.25,510,2020-01-14,north,637.5
periwinkle morsel,1.25,578,2020-01-14,south,722.5
periwinkle morsel,1.25,563,2020-01-14,east,703.75
periwinkle morsel,1.25,553,2020-01-14,west,691.25
vermilion morsel,4.99,532,2020-01-14,north,2654.6800000000003
vermilion morsel,4.99,583,2020-01-14,south,2909.17
vermilion morsel,4.99,535,2020-01-14,east,2669.65
vermilion morsel,4.99,512,2020-01-14,west,2554.88
lapis morsel,1.99,541,2020-01-14,north,1076.59
lapis morsel,1.99,530,2020-01-14,south,1054.7
lapis morsel,1.99,524,2020-01-14,east,1042.76
lapis morsel,1.99,593,2020-01-14,west,1180.07
pink morsel,3.0,579,2020-01-15,north,1737.0
pink morsel,3.0,532,2020-01-15,south,1596.0
pink morsel,3.0,592,2020-01-15,east,1776.0
pink morsel,3.0,546,2020-01-15,west,1638.0
gold morsel,9.99,585,2020-01-15,north,5844.150000000001
gold morsel,9.99,566,2020-01-15,south,5654.34
gold morsel,9.99,580,2020-01-15,east,5794.2
gold morsel,9.99,506,2020-01-15,west,5054.9400000000005
magenta morsel,2.5,570,2020-01-15,north,1425.0
magenta morsel,2.5,513,2020-01-15,south,1282.5
magenta morsel,2.5,561,2020-01-15,east,1402.5
magenta morsel,2.5,526,2020-01-15,west,1315.0
chartreuse morsel,3.0,557,2020-01-15,north,1671.0
chartreuse morsel,3.0,503,2020-01-15,south,1509.0
chartreuse morsel,3.0,553,2020-01-15,east,1659.0
chartreuse morsel,3.0,518,2020-01-15,west,1554.0
periwinkle morsel,1.25,509,2020-01-15,north,636.25
periwinkle morsel,1.25,567,2020-01-15,south,708.75
periwinkle morsel,1.25,584,2020-01-15,east,730.0
periwinkle morsel,1.25,585,2020-01-15,west,731.25
vermilion morsel,4.99,563,2020-01-15,north,2809.3700000000003
vermilion morsel,4.99,521,2020-01-15,south,2599.79
vermilion morsel,4.99,585,2020-01-15,east,2919.15
vermilion morsel,4.99,560,2020-01-15,west,2794.4
lapis morsel,1.99,578,2020-01-15,north,1150.22
lapis morsel,1.99,547,2020-01-15,south,1088.53
lapis morsel,1.99,540,2020-01-15,east,1074.6
lapis morsel,1.99,525,2020-01-15,west,1044.75
pink morsel,3.0,583,2020-01-16,north,1749.0
pink morsel,3.0,584,2020-01-16,south,1752.0
pink morsel,3.0,545,2020-01-16,east,1635.0
pink morsel,3.0,527,2020-01-16,west,1581.0
gold morsel,9.99,591,2020-01-16,north,5904.09
gold morsel,9.99,594,2020-01-16,south,5934.06
gold morsel,9.99,505,2020-01-16,east,5044.95
gold morsel,9.99,554,2020-01-16,west,5534.46
magenta morsel,2.5,518,2020-01-16,north,1295.0
magenta morsel,2.5,502,2020-01-16,south,1255.0
magenta morsel,2.5,570,2020-01-16,east,1425.0
magenta morsel,2.5,570,2020-01-16,west,1425.0
chartreuse morsel,3.0,538,2020-01-16,north,1614.0
chartreuse morsel,3.0,590,2020-01-16,south,1770.0
chartreuse morsel,3.0,521,2020-01-16,east,1563.0
chartreuse morsel,3.0,575,2020-01-16,west,1725.0
periwinkle morsel,1.25,501,2020-01-16,north,626.25
periwinkle morsel,1.25,586,2020-01-16,south,732.5
periwinkle morsel,1.25,554,2020-01-16,east,692.5
periwinkle morsel,1.25,585,2020-01-16,west,731.25
vermilion morsel,4.99,572,2020-01-16,north,2854.28
vermilion morsel,4.99,570,2020-01-16,south,2844.3
vermilion morsel,4.99,541,2020-01-16,east,2699.59
vermilion morsel,4.99,500,2020-01-16,west,2495.0
lapis morsel,1.99,540,2020-01-16,north,1074.6
lapis morsel,1.99,513,2020-01-16,south,1020.87
lapis morsel,1.99,511,2020-01-16,east,1016.89
lapis morsel,1.99,575,2020-01-16,west,1144.25
pink morsel,3.0,507,2020-01-17,north,1521.0
pink morsel,3.0,512,2020-01-17,south,1536.0
pink morsel,3.0,555,2020-01-17,east,1665.0
pink morsel,3.0,594,2020-01-17,west,1782.0
gold morsel,9.99,556,2020-01-17,north,5554.4400000000005
gold morsel,9.99,527,2020-01-17,south,5264.7300000000005
gold morsel,9.99,592,2020-01-17,east,5914.08
gold morsel,9.99,597,2020-01-17,west,5964.03
magenta morsel,2.5,596,2020-01-17,north,1490.0
magenta morsel,2.5,545,2020-01-17,south,1362.5
magenta morsel,2.5,526,2020-01-17,east,1315.0
magenta morsel,2.5,518,2020-01-17,west,1295.0
chartreuse morsel,3.0,570,2020-01-17,north,1710.0
chartreuse morsel,3.0,567,2020-01-17,south,1701.0
chartreuse morsel,3.0,530,2020-01-17,east,1590.0
chartreuse morsel,3.0,583,2020-01-17,west,1749.0
periwinkle morsel,1.25,572,2020-01-17,north,715.0
periwinkle morsel,1.25,537,2020-01-17,south,671.25
periwinkle morsel,1.25,515,2020-01-17,east,643.75
periwinkle morsel,1.25,561,2020-01-17,west,701.25
vermilion morsel,4.99,528,2020-01-17,north,2634.7200000000003
vermilion morsel,4.99,555,2020-01-17,south,2769.4500000000003
vermilion morsel,4.99,519,2020-01-17,east,2589.81
vermilion morsel,4.99,552,2020-01-17,west,2754.48
lapis morsel,1.99,588,2020-01-17,north,1170.12
lapis morsel,1.99,521,2020-01-17,south,1036.79
lapis morsel,1.99,600,2020-01-17,east,1194.0
lapis morsel,1.99,584,2020-01-17,west,1162.16
pink morsel,3.0,550,2020-01-18,north,1650.0
pink morsel,3.0,583,2020-01-18,south,1749.0
pink morsel,3.0,599,2020-01-18,east,1797.0
pink morsel,3.0,550,2020-01-18,west,1650.0
gold morsel,9.99,585,2020-01-18,north,5844.150000000001
gold morsel,9.99,550,2020-01-18,south,5494.5
gold morsel,9.99,542,2020-01-18,east,5414.58
gold morsel,9.99,565,2020-01-18,west,5644.35
magenta morsel,2.5,549,2020-01-18,north,1372.5
magenta morsel,2.5,508,2020-01-18,south,1270.0
magenta morsel,2.5,510,2020-01-18,east,1275.0
magenta morsel,2.5,582,2020-01-18,west,1455.0
chartreuse morsel,3.0,590,2020-01-18,north,1770.0
chartreuse morsel,3.0,556,2020-01-18,south,1668.0
chartreuse morsel,3.0,552,2020-01-18,east,1656.0
chartreuse morsel,3.0,586,2020-01-18,west,1758.0
periwinkle morsel,1.25,565,2020-01-18,north,706.25
periwinkle morsel,1.25,513,2020-01-18,south,641.25
periwinkle morsel,1.25,576,2020-01-18,east,720.0
periwinkle morsel,1.25,509,2020-01-18,west,636.25
vermilion morsel,4.99,516,2020-01-18,north,2574.84
vermilion morsel,4.99,521,2020-01-18,south,2599.79
